No.,channel,selfkoc_account,selfkoc_post_url,Likes,Comments,shares,Views,selfkoc_post_date,,selfkoc_video_id
230,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7482416790165916970,16,0,0,"1,022",2025/3/16,,7482416790165916970
231,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7479476996158934318,9,1,0,"1,019",2025/3/9,,7479476996158934318
232,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7474134984836681006,34,0,0,"1,019",2025/2/22,,7474134984836681006
233,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7463513124713319726,28,0,4,"1,018",2025/1/25,,7463513124713319726
234,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7471658175096360238,42,0,2,"1,015",2025/2/15,,7471658175096360238
235,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7487620540664941866,45,0,3,"1,013",2025/3/30,,7487620540664941866
236,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7481281867656924462,7,0,0,"1,009",2025/3/13,,7481281867656924462
237,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7473881270943075630,24,0,0,"1,009",2025/2/21,,7473881270943075630
238,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7479477009748397355,7,0,0,"1,008",2025/3/9,,7479477009748397355
239,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7479094715963428139,19,0,0,"1,007",2025/3/7,,7479094715963428139
240,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7477963137908526378,4,0,0,"1,007",2025/3/4,,7477963137908526378
241,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7473890210871397674,7,0,0,"1,004",2025/2/21,,7473890210871397674
242,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7492482367005756718,12,0,1,"1,002",2025/4/13,,7492482367005756718
243,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7468503770180390190,28,0,0,"1,001",2025/2/7,,7468503770180390190
244,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7489478810493160750,9,0,0,"1,000",2025/4/5,,7489478810493160750
245,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7475366755007827246,19,0,0,"1,000",2025/2/25,,7475366755007827246
246,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7470912254289005866,18,1,2,999,2025/2/13,,7470912254289005866
247,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7474134973474245934,30,0,2,998,2025/2/22,,7474134973474245934
248,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7473518662176034094,26,0,1,995,2025/2/20,,7473518662176034094
249,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7465369045479542062,63,0,4,994,2025/1/30,,7465369045479542062
250,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7488748000097881390,18,0,2,992,2025/4/3,,7488748000097881390
251,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7470913416249543978,34,0,1,991,2025/2/13,,7470913416249543978
252,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7477948616619986219,17,1,1,991,,,7477948616619986219
253,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7474595948229004590,20,0,2,989,2025/2/23,,7474595948229004590
254,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7475729210326240555,20,2,3,988,2025/2/26,,7475729210326240555
255,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7470914612980895019,41,0,4,988,2025/2/13,,7470914612980895019
256,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7490239738662702382,28,0,1,987,2025/4/7,,7490239738662702382
257,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7489835704072047915,11,0,0,985,2025/4/6,,7489835704072047915
258,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7474937068884331822,11,0,0,984,2025/2/24,,7474937068884331822
259,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7470551253429325098,24,0,3,979,2025/2/12,,7470551253429325098
260,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7482039019904372014,6,0,0,976,2025/3/15,,7482039019904372014
261,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7471657692789034282,33,1,3,976,2025/2/15,,7471657692789034282
262,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7463512938406481194,45,0,0,972,2025/1/25,,7463512938406481194
263,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7469060677840293163,42,0,1,969,2025/2/8,,7469060677840293163
264,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7482419490995834158,9,0,0,966,2025/3/16,,7482419490995834158
265,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7478353868590517546,38,0,1,963,2025/3/5,,7478353868590517546
266,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7463513262106152235,38,0,2,959,2025/1/25,,7463513262106152235
267,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7478339571009195306,10,0,1,958,2025/3/5,,7478339571009195306
268,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7472773394199629102,35,0,3,956,2025/2/18,,7472773394199629102
269,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7475740624835349806,20,0,1,955,2025/2/26,,7475740624835349806
270,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7473103236153511211,10,1,2,955,2025/2/19,,7473103236153511211
271,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7473881169621257518,8,0,0,953,2025/2/21,,7473881169621257518
272,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7470931813792271662,12,0,0,953,2025/2/13,,7470931813792271662
273,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7486328018307255583,17,0,2,950,2025/3/27,,7486328018307255583
274,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7474235662531677482,13,0,0,950,2025/2/22,,7474235662531677482
275,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7473142204085587242,2,0,0,950,2025/2/19,,7473142204085587242
276,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7478353541703257386,29,0,0,949,2025/3/5,,7478353541703257386
277,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7470192714475408686,20,0,1,949,2025/2/12,,7470192714475408686
278,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7474820302917127470,0,0,0,947,2025/2/24,,7474820302917127470
279,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7485032730573524270,4,0,0,945,2025/3/23,,7485032730573524270
280,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7478699050225913134,10,0,1,945,2025/3/6,,7478699050225913134
281,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7475394662082153770,7,0,0,944,2025/2/26,,7475394662082153770
282,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7472400388134538538,48,0,3,943,2025/2/17,,7472400388134538538
283,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7471289657485954350,47,0,1,943,2025/2/14,,7471289657485954350
284,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7467573507459779882,3,0,0,942,2025/2/4,,7467573507459779882
285,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7470356462565346603,39,1,1,940,2025/2/12,,7470356462565346603
286,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7476282765248318763,17,0,2,939,2025/2/28,,7476282765248318763
287,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7480372211392449834,19,0,0,938,2025/3/11,,7480372211392449834
288,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7469060684144495914,15,0,1,938,2025/2/8,,7469060684144495914
289,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7473142213292117291,11,0,0,937,2025/2/19,,7473142213292117291
290,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7489433375950818603,47,0,1,936,2025/4/5,,7489433375950818603
291,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7470931847615302958,22,0,2,936,2025/2/13,,7470931847615302958
292,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7482438028078845226,12,0,0,934,2025/3/17,,7482438028078845226
293,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7474626800241397034,32,1,1,928,2025/2/23,,7474626800241397034
294,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7482727110285495595,16,0,0,923,2025/3/17,,7482727110285495595
295,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7474817934318210347,15,0,0,921,2025/2/24,,7474817934318210347
296,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7478699068684815658,21,0,1,920,2025/3/6,,7478699068684815658
297,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7471678142910975275,16,1,0,920,2025/2/16,,7471678142910975275
298,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7491700873320664366,18,0,0,917,2025/4/11,,7491700873320664366
299,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7480372307555274027,22,0,1,917,2025/3/11,,7480372307555274027
300,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7478699082261826862,5,0,1,914,2025/3/6,,7478699082261826862
301,tiktok,@myintgots,https://www.tiktok.com/@myintgots/video/7470550303578803502,49,0,3,913,2025/2/12,,7470550303578803502
302,tiktok,@bigtedd69,https://www.tiktok.com/@bigtedd69/video/7472782378897788206,51,0,2,910,2025/2/18,,7472782378897788206
303,tiktok,@bonoh230601,https://www.tiktok.com/@bonoh230601/video/7476415459252817198,5,0,0,905,2025/2/28,,7476415459252817198
304,tiktok,@bonoh2306017,https://www.tiktok.com/@bonoh2306017/video/7473098309003939115,7,0,0,905,2025/2/19,,7473098309003939115
305,tiktok,@mariabjdzjo,https://www.tiktok.com/@mariabjdzjo/video/7468503710096739626,4,0,0,905,2025/2/7,,7468503710096739626
306,tiktok,@orozcde,https://www.tiktok.com/@orozcde/video/7473695654771182894,10,0,1,903,2025/2/21,,7473695654771182894
